direction,query_id,query,positive_id,positive_rank_seed42,positive_item,ranks_all_seeds,top10_seed42,retrieved_items_seed42,predeclared_categories
t2i,25363::caption_3,A singer is crowd surfing.,25363,14,"{""image_id"": ""25363"", ""image_path"": ""data/flickr30k/validation_images/25363.jpg""}","{""42.0"": 14, ""43.0"": 17, ""44.0"": 15}","[""15638"", ""12004"", ""15547"", ""3304"", ""4917"", ""22185"", ""11838"", ""1103"", ""6278"", ""23238""]","[{""image_id"": ""15638"", ""image_path"": ""data/flickr30k/validation_images/15638.jpg""}, {""image_id"": ""12004"", ""image_path"": ""data/flickr30k/validation_images/12004.jpg""}, {""image_id"": ""15547"", ""image_path"": ""data/flickr30k/validation_images/15547.jpg""}, {""image_id"": ""3304"", ""image_path"": ""data/flickr30k/validation_images/3304.jpg""}, {""image_id"": ""4917"", ""image_path"": ""data/flickr30k/validation_images/4917.jpg""}, {""image_id"": ""22185"", ""image_path"": ""data/flickr30k/validation_images/22185.jpg""}, {""image_id"": ""11838"", ""image_path"": ""data/flickr30k/validation_images/11838.jpg""}, {""image_id"": ""1103"", ""image_path"": ""data/flickr30k/validation_images/1103.jpg""}, {""image_id"": ""6278"", ""image_path"": ""data/flickr30k/validation_images/6278.jpg""}, {""image_id"": ""23238"", ""image_path"": ""data/flickr30k/validation_images/23238.jpg""}]","[""fine_grained_attribute"", ""counting_quantity"", ""spatial_relation"", ""action_interaction"", ""object_category_confusion"", ""scene_context_confusion"", ""text_ocr_content"", ""annotation_ambiguity"", ""other""]"
t2i,18182::caption_3,An old woman is chopping up food on the sidewalk.,18182,14,"{""image_id"": ""18182"", ""image_path"": ""data/flickr30k/validation_images/18182.jpg""}","{""42.0"": 14, ""43.0"": 42, ""44.0"": 77}","[""20598"", ""22182"", ""24045"", ""1365"", ""5108"", ""13895"", ""28215"", ""20920"", ""19645"", ""16632""]","[{""image_id"": ""20598"", ""image_path"": ""data/flickr30k/validation_images/20598.jpg""}, {""image_id"": ""22182"", ""image_path"": ""data/flickr30k/validation_images/22182.jpg""}, {""image_id"": ""24045"", ""image_path"": ""data/flickr30k/validation_images/24045.jpg""}, {""image_id"": ""1365"", ""image_path"": ""data/flickr30k/validation_images/1365.jpg""}, {""image_id"": ""5108"", ""image_path"": ""data/flickr30k/validation_images/5108.jpg""}, {""image_id"": ""13895"", ""image_path"": ""data/flickr30k/validation_images/13895.jpg""}, {""image_id"": ""28215"", ""image_path"": ""data/flickr30k/validation_images/28215.jpg""}, {""image_id"": ""20920"", ""image_path"": ""data/flickr30k/validation_images/20920.jpg""}, {""image_id"": ""19645"", ""image_path"": ""data/flickr30k/validation_images/19645.jpg""}, {""image_id"": ""16632"", ""image_path"": ""data/flickr30k/validation_images/16632.jpg""}]","[""fine_grained_attribute"", ""counting_quantity"", ""spatial_relation"", ""action_interaction"", ""object_category_confusion"", ""scene_context_confusion"", ""text_ocr_content"", ""annotation_ambiguity"", ""other""]"
t2i,6055::caption_3,A girls in a red and white shirt and blue shorts throwing a soccer ball.,6055,51,"{""image_id"": ""6055"", ""image_path"": ""data/flickr30k/validation_images/6055.jpg""}","{""42.0"": 51, ""43.0"": 51, ""44.0"": 14}","[""17095"", ""18504"", ""681"", ""26161"", ""14913"", ""15693"", ""14291"", ""14029"", ""6043"", ""11218""]","[{""image_id"": ""17095"", ""image_path"": ""data/flickr30k/validation_images/17095.jpg""}, {""image_id"": ""18504"", ""image_path"": ""data/flickr30k/validation_images/18504.jpg""}, {""image_id"": ""681"", ""image_path"": ""data/flickr30k/validation_images/681.jpg""}, {""image_id"": ""26161"", ""image_path"": ""data/flickr30k/validation_images/26161.jpg""}, {""image_id"": ""14913"", ""image_path"": ""data/flickr30k/validation_images/14913.jpg""}, {""image_id"": ""15693"", ""image_path"": ""data/flickr30k/validation_images/15693.jpg""}, {""image_id"": ""14291"", ""image_path"": ""data/flickr30k/validation_images/14291.jpg""}, {""image_id"": ""14029"", ""image_path"": ""data/flickr30k/validation_images/14029.jpg""}, {""image_id"": ""6043"", ""image_path"": ""data/flickr30k/validation_images/6043.jpg""}, {""image_id"": ""11218"", ""image_path"": ""data/flickr30k/validation_images/11218.jpg""}]","[""fine_grained_attribute"", ""counting_quantity"", ""spatial_relation"", ""action_interaction"", ""object_category_confusion"", ""scene_context_confusion"", ""text_ocr_content"", ""annotation_ambiguity"", ""other""]"
t2i,12879::caption_3,Some men are finishing a race.,12879,60,"{""image_id"": ""12879"", ""image_path"": ""data/flickr30k/validation_images/12879.jpg""}","{""42.0"": 60, ""43.0"": 27, ""44.0"": 74}","[""27834"", ""30089"", ""30276"", ""17598"", ""16434"", ""20439"", ""29964"", ""29789"", ""28366"", ""8117""]","[{""image_id"": ""27834"", ""image_path"": ""data/flickr30k/validation_images/27834.jpg""}, {""image_id"": ""30089"", ""image_path"": ""data/flickr30k/validation_images/30089.jpg""}, {""image_id"": ""30276"", ""image_path"": ""data/flickr30k/validation_images/30276.jpg""}, {""image_id"": ""17598"", ""image_path"": ""data/flickr30k/validation_images/17598.jpg""}, {""image_id"": ""16434"", ""image_path"": ""data/flickr30k/validation_images/16434.jpg""}, {""image_id"": ""20439"", ""image_path"": ""data/flickr30k/validation_images/20439.jpg""}, {""image_id"": ""29964"", ""image_path"": ""data/flickr30k/validation_images/29964.jpg""}, {""image_id"": ""29789"", ""image_path"": ""data/flickr30k/validation_images/29789.jpg""}, {""image_id"": ""28366"", ""image_path"": ""data/flickr30k/validation_images/28366.jpg""}, {""image_id"": ""8117"", ""image_path"": ""data/flickr30k/validation_images/8117.jpg""}]","[""fine_grained_attribute"", ""counting_quantity"", ""spatial_relation"", ""action_interaction"", ""object_category_confusion"", ""scene_context_confusion"", ""text_ocr_content"", ""annotation_ambiguity"", ""other""]"
t2i,21336::caption_4,A blond woman is holding a child.,21336,15,"{""image_id"": ""21336"", ""image_path"": ""data/flickr30k/validation_images/21336.jpg""}","{""42.0"": 15, ""43.0"": 26, ""44.0"": 13}","[""3969"", ""2179"", ""6304"", ""15636"", ""22642"", ""3180"", ""5576"", ""29277"", ""16709"", ""28787""]","[{""image_id"": ""3969"", ""image_path"": ""data/flickr30k/validation_images/3969.jpg""}, {""image_id"": ""2179"", ""image_path"": ""data/flickr30k/validation_images/2179.jpg""}, {""image_id"": ""6304"", ""image_path"": ""data/flickr30k/validation_images/6304.jpg""}, {""image_id"": ""15636"", ""image_path"": ""data/flickr30k/validation_images/15636.jpg""}, {""image_id"": ""22642"", ""image_path"": ""data/flickr30k/validation_images/22642.jpg""}, {""image_id"": ""3180"", ""image_path"": ""data/flickr30k/validation_images/3180.jpg""}, {""image_id"": ""5576"", ""image_path"": ""data/flickr30k/validation_images/5576.jpg""}, {""image_id"": ""29277"", ""image_path"": ""data/flickr30k/validation_images/29277.jpg""}, {""image_id"": ""16709"", ""image_path"": ""data/flickr30k/validation_images/16709.jpg""}, {""image_id"": ""28787"", ""image_path"": ""data/flickr30k/validation_images/28787.jpg""}]","[""fine_grained_attribute"", ""counting_quantity"", ""spatial_relation"", ""action_interaction"", ""object_category_confusion"", ""scene_context_confusion"", ""text_ocr_content"", ""annotation_ambiguity"", ""other""]"
t2i,1943::caption_2,A girl with blue hair is pushing a coffee cart.,1943,301,"{""image_id"": ""1943"", ""image_path"": ""data/flickr30k/validation_images/1943.jpg""}","{""42.0"": 301, ""43.0"": 109, ""44.0"": 234}","[""13796"", ""377"", ""25007"", ""20920"", ""4011"", ""3681"", ""26335"", ""15636"", ""11960"", ""293""]","[{""image_id"": ""13796"", ""image_path"": ""data/flickr30k/validation_images/13796.jpg""}, {""image_id"": ""377"", ""image_path"": ""data/flickr30k/validation_images/377.jpg""}, {""image_id"": ""25007"", ""image_path"": ""data/flickr30k/validation_images/25007.jpg""}, {""image_id"": ""20920"", ""image_path"": ""data/flickr30k/validation_images/20920.jpg""}, {""image_id"": ""4011"", ""image_path"": ""data/flickr30k/validation_images/4011.jpg""}, {""image_id"": ""3681"", ""image_path"": ""data/flickr30k/validation_images/3681.jpg""}, {""image_id"": ""26335"", ""image_path"": ""data/flickr30k/validation_images/26335.jpg""}, {""image_id"": ""15636"", ""image_path"": ""data/flickr30k/validation_images/15636.jpg""}, {""image_id"": ""11960"", ""image_path"": ""data/flickr30k/validation_images/11960.jpg""}, {""image_id"": ""293"", ""image_path"": ""data/flickr30k/validation_images/293.jpg""}]","[""fine_grained_attribute"", ""counting_quantity"", ""spatial_relation"", ""action_interaction"", ""object_category_confusion"", ""scene_context_confusion"", ""text_ocr_content"", ""annotation_ambiguity"", ""other""]"
t2i,18905::caption_1,A black man in a chef's coat is on the phone while two other men in aprons laugh.,18905,29,"{""image_id"": ""18905"", ""image_path"": ""data/flickr30k/validation_images/18905.jpg""}","{""42.0"": 29, ""43.0"": 127, ""44.0"": 115}","[""6167"", ""20171"", ""17914"", ""22291"", ""12984"", ""14247"", ""26609"", ""24341"", ""14904"", ""11710""]","[{""image_id"": ""6167"", ""image_path"": ""data/flickr30k/validation_images/6167.jpg""}, {""image_id"": ""20171"", ""image_path"": ""data/flickr30k/validation_images/20171.jpg""}, {""image_id"": ""17914"", ""image_path"": ""data/flickr30k/validation_images/17914.jpg""}, {""image_id"": ""22291"", ""image_path"": ""data/flickr30k/validation_images/22291.jpg""}, {""image_id"": ""12984"", ""image_path"": ""data/flickr30k/validation_images/12984.jpg""}, {""image_id"": ""14247"", ""image_path"": ""data/flickr30k/validation_images/14247.jpg""}, {""image_id"": ""26609"", ""image_path"": ""data/flickr30k/validation_images/26609.jpg""}, {""image_id"": ""24341"", ""image_path"": ""data/flickr30k/validation_images/24341.jpg""}, {""image_id"": ""14904"", ""image_path"": ""data/flickr30k/validation_images/14904.jpg""}, {""image_id"": ""11710"", ""image_path"": ""data/flickr30k/validation_images/11710.jpg""}]","[""fine_grained_attribute"", ""counting_quantity"", ""spatial_relation"", ""action_interaction"", ""object_category_confusion"", ""scene_context_confusion"", ""text_ocr_content"", ""annotation_ambiguity"", ""other""]"
t2i,25077::caption_2,A dog is tied to something with a man in the background.,25077,29,"{""image_id"": ""25077"", ""image_path"": ""data/flickr30k/validation_images/25077.jpg""}","{""42.0"": 29, ""43.0"": 69, ""44.0"": 83}","[""1107"", ""3204"", ""24307"", ""8913"", ""3510"", ""27204"", ""11539"", ""12137"", ""9291"", ""8107""]","[{""image_id"": ""1107"", ""image_path"": ""data/flickr30k/validation_images/1107.jpg""}, {""image_id"": ""3204"", ""image_path"": ""data/flickr30k/validation_images/3204.jpg""}, {""image_id"": ""24307"", ""image_path"": ""data/flickr30k/validation_images/24307.jpg""}, {""image_id"": ""8913"", ""image_path"": ""data/flickr30k/validation_images/8913.jpg""}, {""image_id"": ""3510"", ""image_path"": ""data/flickr30k/validation_images/3510.jpg""}, {""image_id"": ""27204"", ""image_path"": ""data/flickr30k/validation_images/27204.jpg""}, {""image_id"": ""11539"", ""image_path"": ""data/flickr30k/validation_images/11539.jpg""}, {""image_id"": ""12137"", ""image_path"": ""data/flickr30k/validation_images/12137.jpg""}, {""image_id"": ""9291"", ""image_path"": ""data/flickr30k/validation_images/9291.jpg""}, {""image_id"": ""8107"", ""image_path"": ""data/flickr30k/validation_images/8107.jpg""}]","[""fine_grained_attribute"", ""counting_quantity"", ""spatial_relation"", ""action_interaction"", ""object_category_confusion"", ""scene_context_confusion"", ""text_ocr_content"", ""annotation_ambiguity"", ""other""]"
t2i,16775::caption_4,A pair of older boys play guitars.,16775,37,"{""image_id"": ""16775"", ""image_path"": ""data/flickr30k/validation_images/16775.jpg""}","{""42.0"": 37, ""43.0"": 43, ""44.0"": 205}","[""17212"", ""15223"", ""30188"", ""13325"", ""3423"", ""13285"", ""13059"", ""4561"", ""3032"", ""27707""]","[{""image_id"": ""17212"", ""image_path"": ""data/flickr30k/validation_images/17212.jpg""}, {""image_id"": ""15223"", ""image_path"": ""data/flickr30k/validation_images/15223.jpg""}, {""image_id"": ""30188"", ""image_path"": ""data/flickr30k/validation_images/30188.jpg""}, {""image_id"": ""13325"", ""image_path"": ""data/flickr30k/validation_images/13325.jpg""}, {""image_id"": ""3423"", ""image_path"": ""data/flickr30k/validation_images/3423.jpg""}, {""image_id"": ""13285"", ""image_path"": ""data/flickr30k/validation_images/13285.jpg""}, {""image_id"": ""13059"", ""image_path"": ""data/flickr30k/validation_images/13059.jpg""}, {""image_id"": ""4561"", ""image_path"": ""data/flickr30k/validation_images/4561.jpg""}, {""image_id"": ""3032"", ""image_path"": ""data/flickr30k/validation_images/3032.jpg""}, {""image_id"": ""27707"", ""image_path"": ""data/flickr30k/validation_images/27707.jpg""}]","[""fine_grained_attribute"", ""counting_quantity"", ""spatial_relation"", ""action_interaction"", ""object_category_confusion"", ""scene_context_confusion"", ""text_ocr_content"", ""annotation_ambiguity"", ""other""]"
t2i,22638::caption_4,A group of people are in a street.,22638,72,"{""image_id"": ""22638"", ""image_path"": ""data/flickr30k/validation_images/22638.jpg""}","{""42.0"": 72, ""43.0"": 84, ""44.0"": 75}","[""25205"", ""13943"", ""12993"", ""21091"", ""382"", ""10810"", ""23151"", ""843"", ""19180"", ""19739""]","[{""image_id"": ""25205"", ""image_path"": ""data/flickr30k/validation_images/25205.jpg""}, {""image_id"": ""13943"", ""image_path"": ""data/flickr30k/validation_images/13943.jpg""}, {""image_id"": ""12993"", ""image_path"": ""data/flickr30k/validation_images/12993.jpg""}, {""image_id"": ""21091"", ""image_path"": ""data/flickr30k/validation_images/21091.jpg""}, {""image_id"": ""382"", ""image_path"": ""data/flickr30k/validation_images/382.jpg""}, {""image_id"": ""10810"", ""image_path"": ""data/flickr30k/validation_images/10810.jpg""}, {""image_id"": ""23151"", ""image_path"": ""data/flickr30k/validation_images/23151.jpg""}, {""image_id"": ""843"", ""image_path"": ""data/flickr30k/validation_images/843.jpg""}, {""image_id"": ""19180"", ""image_path"": ""data/flickr30k/validation_images/19180.jpg""}, {""image_id"": ""19739"", ""image_path"": ""data/flickr30k/validation_images/19739.jpg""}]","[""fine_grained_attribute"", ""counting_quantity"", ""spatial_relation"", ""action_interaction"", ""object_category_confusion"", ""scene_context_confusion"", ""text_ocr_content"", ""annotation_ambiguity"", ""other""]"
t2i,15582::caption_2,Young children playing on a stoop with a bubble maker.,15582,14,"{""image_id"": ""15582"", ""image_path"": ""data/flickr30k/validation_images/15582.jpg""}","{""42.0"": 14, ""43.0"": 17, ""44.0"": 83}","[""13447"", ""13654"", ""28191"", ""12931"", ""16376"", ""293"", ""23238"", ""29598"", ""10724"", ""1727""]","[{""image_id"": ""13447"", ""image_path"": ""data/flickr30k/validation_images/13447.jpg""}, {""image_id"": ""13654"", ""image_path"": ""data/flickr30k/validation_images/13654.jpg""}, {""image_id"": ""28191"", ""image_path"": ""data/flickr30k/validation_images/28191.jpg""}, {""image_id"": ""12931"", ""image_path"": ""data/flickr30k/validation_images/12931.jpg""}, {""image_id"": ""16376"", ""image_path"": ""data/flickr30k/validation_images/16376.jpg""}, {""image_id"": ""293"", ""image_path"": ""data/flickr30k/validation_images/293.jpg""}, {""image_id"": ""23238"", ""image_path"": ""data/flickr30k/validation_images/23238.jpg""}, {""image_id"": ""29598"", ""image_path"": ""data/flickr30k/validation_images/29598.jpg""}, {""image_id"": ""10724"", ""image_path"": ""data/flickr30k/validation_images/10724.jpg""}, {""image_id"": ""1727"", ""image_path"": ""data/flickr30k/validation_images/1727.jpg""}]","[""fine_grained_attribute"", ""counting_quantity"", ""spatial_relation"", ""action_interaction"", ""object_category_confusion"", ""scene_context_confusion"", ""text_ocr_content"", ""annotation_ambiguity"", ""other""]"
t2i,9895::caption_4,A woman in white blowing bubbles.,9895,23,"{""image_id"": ""9895"", ""image_path"": ""data/flickr30k/validation_images/9895.jpg""}","{""42.0"": 23, ""43.0"": 30, ""44.0"": 21}","[""9819"", ""30644"", ""6977"", ""26335"", ""390"", ""462"", ""18576"", ""23868"", ""23238"", ""3115""]","[{""image_id"": ""9819"", ""image_path"": ""data/flickr30k/validation_images/9819.jpg""}, {""image_id"": ""30644"", ""image_path"": ""data/flickr30k/validation_images/30644.jpg""}, {""image_id"": ""6977"", ""image_path"": ""data/flickr30k/validation_images/6977.jpg""}, {""image_id"": ""26335"", ""image_path"": ""data/flickr30k/validation_images/26335.jpg""}, {""image_id"": ""390"", ""image_path"": ""data/flickr30k/validation_images/390.jpg""}, {""image_id"": ""462"", ""image_path"": ""data/flickr30k/validation_images/462.jpg""}, {""image_id"": ""18576"", ""image_path"": ""data/flickr30k/validation_images/18576.jpg""}, {""image_id"": ""23868"", ""image_path"": ""data/flickr30k/validation_images/23868.jpg""}, {""image_id"": ""23238"", ""image_path"": ""data/flickr30k/validation_images/23238.jpg""}, {""image_id"": ""3115"", ""image_path"": ""data/flickr30k/validation_images/3115.jpg""}]","[""fine_grained_attribute"", ""counting_quantity"", ""spatial_relation"", ""action_interaction"", ""object_category_confusion"", ""scene_context_confusion"", ""text_ocr_content"", ""annotation_ambiguity"", ""other""]"
t2i,21482::caption_4,Two photographers cataloging an event.,21482,103,"{""image_id"": ""21482"", ""image_path"": ""data/flickr30k/validation_images/21482.jpg""}","{""42.0"": 103, ""43.0"": 19, ""44.0"": 23}","[""21625"", ""18974"", ""27707"", ""16775"", ""22916"", ""8194"", ""12202"", ""4494"", ""29505"", ""4141""]","[{""image_id"": ""21625"", ""image_path"": ""data/flickr30k/validation_images/21625.jpg""}, {""image_id"": ""18974"", ""image_path"": ""data/flickr30k/validation_images/18974.jpg""}, {""image_id"": ""27707"", ""image_path"": ""data/flickr30k/validation_images/27707.jpg""}, {""image_id"": ""16775"", ""image_path"": ""data/flickr30k/validation_images/16775.jpg""}, {""image_id"": ""22916"", ""image_path"": ""data/flickr30k/validation_images/22916.jpg""}, {""image_id"": ""8194"", ""image_path"": ""data/flickr30k/validation_images/8194.jpg""}, {""image_id"": ""12202"", ""image_path"": ""data/flickr30k/validation_images/12202.jpg""}, {""image_id"": ""4494"", ""image_path"": ""data/flickr30k/validation_images/4494.jpg""}, {""image_id"": ""29505"", ""image_path"": ""data/flickr30k/validation_images/29505.jpg""}, {""image_id"": ""4141"", ""image_path"": ""data/flickr30k/validation_images/4141.jpg""}]","[""fine_grained_attribute"", ""counting_quantity"", ""spatial_relation"", ""action_interaction"", ""object_category_confusion"", ""scene_context_confusion"", ""text_ocr_content"", ""annotation_ambiguity"", ""other""]"
t2i,13477::caption_0,A brown and white dog is jumping in the air with a tennis ball in its mouth.,13477,20,"{""image_id"": ""13477"", ""image_path"": ""data/flickr30k/validation_images/13477.jpg""}","{""42.0"": 20, ""43.0"": 24, ""44.0"": 26}","[""14001"", ""19824"", ""2324"", ""9291"", ""9488"", ""5062"", ""13351"", ""4053"", ""8303"", ""7156""]","[{""image_id"": ""14001"", ""image_path"": ""data/flickr30k/validation_images/14001.jpg""}, {""image_id"": ""19824"", ""image_path"": ""data/flickr30k/validation_images/19824.jpg""}, {""image_id"": ""2324"", ""image_path"": ""data/flickr30k/validation_images/2324.jpg""}, {""image_id"": ""9291"", ""image_path"": ""data/flickr30k/validation_images/9291.jpg""}, {""image_id"": ""9488"", ""image_path"": ""data/flickr30k/validation_images/9488.jpg""}, {""image_id"": ""5062"", ""image_path"": ""data/flickr30k/validation_images/5062.jpg""}, {""image_id"": ""13351"", ""image_path"": ""data/flickr30k/validation_images/13351.jpg""}, {""image_id"": ""4053"", ""image_path"": ""data/flickr30k/validation_images/4053.jpg""}, {""image_id"": ""8303"", ""image_path"": ""data/flickr30k/validation_images/8303.jpg""}, {""image_id"": ""7156"", ""image_path"": ""data/flickr30k/validation_images/7156.jpg""}]","[""fine_grained_attribute"", ""counting_quantity"", ""spatial_relation"", ""action_interaction"", ""object_category_confusion"", ""scene_context_confusion"", ""text_ocr_content"", ""annotation_ambiguity"", ""other""]"
t2i,29640::caption_4,A man and a little boy beating drums.,29640,19,"{""image_id"": ""29640"", ""image_path"": ""data/flickr30k/validation_images/29640.jpg""}","{""42.0"": 19, ""43.0"": 80, ""44.0"": 102}","[""27707"", ""4561"", ""30188"", ""23882"", ""3032"", ""20165"", ""3461"", ""4011"", ""17212"", ""3423""]","[{""image_id"": ""27707"", ""image_path"": ""data/flickr30k/validation_images/27707.jpg""}, {""image_id"": ""4561"", ""image_path"": ""data/flickr30k/validation_images/4561.jpg""}, {""image_id"": ""30188"", ""image_path"": ""data/flickr30k/validation_images/30188.jpg""}, {""image_id"": ""23882"", ""image_path"": ""data/flickr30k/validation_images/23882.jpg""}, {""image_id"": ""3032"", ""image_path"": ""data/flickr30k/validation_images/3032.jpg""}, {""image_id"": ""20165"", ""image_path"": ""data/flickr30k/validation_images/20165.jpg""}, {""image_id"": ""3461"", ""image_path"": ""data/flickr30k/validation_images/3461.jpg""}, {""image_id"": ""4011"", ""image_path"": ""data/flickr30k/validation_images/4011.jpg""}, {""image_id"": ""17212"", ""image_path"": ""data/flickr30k/validation_images/17212.jpg""}, {""image_id"": ""3423"", ""image_path"": ""data/flickr30k/validation_images/3423.jpg""}]","[""fine_grained_attribute"", ""counting_quantity"", ""spatial_relation"", ""action_interaction"", ""object_category_confusion"", ""scene_context_confusion"", ""text_ocr_content"", ""annotation_ambiguity"", ""other""]"
t2i,5204::caption_4,A boy in a black cloak with a fake sword.,5204,12,"{""image_id"": ""5204"", ""image_path"": ""data/flickr30k/validation_images/5204.jpg""}","{""42.0"": 12, ""43.0"": 18, ""44.0"": 50}","[""27560"", ""29640"", ""23998"", ""5304"", ""1616"", ""16811"", ""3529"", ""100"", ""387"", ""12684""]","[{""image_id"": ""27560"", ""image_path"": ""data/flickr30k/validation_images/27560.jpg""}, {""image_id"": ""29640"", ""image_path"": ""data/flickr30k/validation_images/29640.jpg""}, {""image_id"": ""23998"", ""image_path"": ""data/flickr30k/validation_images/23998.jpg""}, {""image_id"": ""5304"", ""image_path"": ""data/flickr30k/validation_images/5304.jpg""}, {""image_id"": ""1616"", ""image_path"": ""data/flickr30k/validation_images/1616.jpg""}, {""image_id"": ""16811"", ""image_path"": ""data/flickr30k/validation_images/16811.jpg""}, {""image_id"": ""3529"", ""image_path"": ""data/flickr30k/validation_images/3529.jpg""}, {""image_id"": ""100"", ""image_path"": ""data/flickr30k/validation_images/100.jpg""}, {""image_id"": ""387"", ""image_path"": ""data/flickr30k/validation_images/387.jpg""}, {""image_id"": ""12684"", ""image_path"": ""data/flickr30k/validation_images/12684.jpg""}]","[""fine_grained_attribute"", ""counting_quantity"", ""spatial_relation"", ""action_interaction"", ""object_category_confusion"", ""scene_context_confusion"", ""text_ocr_content"", ""annotation_ambiguity"", ""other""]"
t2i,10392::caption_1,Two women with their baby strollers walking along a leaves covered street.,10392,71,"{""image_id"": ""10392"", ""image_path"": ""data/flickr30k/validation_images/10392.jpg""}","{""42.0"": 71, ""43.0"": 13, ""44.0"": 45}","[""23219"", ""10963"", ""14842"", ""3203"", ""13943"", ""18959"", ""28787"", ""22916"", ""10557"", ""19544""]","[{""image_id"": ""23219"", ""image_path"": ""data/flickr30k/validation_images/23219.jpg""}, {""image_id"": ""10963"", ""image_path"": ""data/flickr30k/validation_images/10963.jpg""}, {""image_id"": ""14842"", ""image_path"": ""data/flickr30k/validation_images/14842.jpg""}, {""image_id"": ""3203"", ""image_path"": ""data/flickr30k/validation_images/3203.jpg""}, {""image_id"": ""13943"", ""image_path"": ""data/flickr30k/validation_images/13943.jpg""}, {""image_id"": ""18959"", ""image_path"": ""data/flickr30k/validation_images/18959.jpg""}, {""image_id"": ""28787"", ""image_path"": ""data/flickr30k/validation_images/28787.jpg""}, {""image_id"": ""22916"", ""image_path"": ""data/flickr30k/validation_images/22916.jpg""}, {""image_id"": ""10557"", ""image_path"": ""data/flickr30k/validation_images/10557.jpg""}, {""image_id"": ""19544"", ""image_path"": ""data/flickr30k/validation_images/19544.jpg""}]","[""fine_grained_attribute"", ""counting_quantity"", ""spatial_relation"", ""action_interaction"", ""object_category_confusion"", ""scene_context_confusion"", ""text_ocr_content"", ""annotation_ambiguity"", ""other""]"
t2i,19804::caption_2,A parade is taking place at night in the streets.,19804,21,"{""image_id"": ""19804"", ""image_path"": ""data/flickr30k/validation_images/19804.jpg""}","{""42.0"": 21, ""43.0"": 19, ""44.0"": 19}","[""17835"", ""21091"", ""29571"", ""382"", ""13670"", ""26268"", ""4917"", ""6282"", ""20550"", ""17645""]","[{""image_id"": ""17835"", ""image_path"": ""data/flickr30k/validation_images/17835.jpg""}, {""image_id"": ""21091"", ""image_path"": ""data/flickr30k/validation_images/21091.jpg""}, {""image_id"": ""29571"", ""image_path"": ""data/flickr30k/validation_images/29571.jpg""}, {""image_id"": ""382"", ""image_path"": ""data/flickr30k/validation_images/382.jpg""}, {""image_id"": ""13670"", ""image_path"": ""data/flickr30k/validation_images/13670.jpg""}, {""image_id"": ""26268"", ""image_path"": ""data/flickr30k/validation_images/26268.jpg""}, {""image_id"": ""4917"", ""image_path"": ""data/flickr30k/validation_images/4917.jpg""}, {""image_id"": ""6282"", ""image_path"": ""data/flickr30k/validation_images/6282.jpg""}, {""image_id"": ""20550"", ""image_path"": ""data/flickr30k/validation_images/20550.jpg""}, {""image_id"": ""17645"", ""image_path"": ""data/flickr30k/validation_images/17645.jpg""}]","[""fine_grained_attribute"", ""counting_quantity"", ""spatial_relation"", ""action_interaction"", ""object_category_confusion"", ""scene_context_confusion"", ""text_ocr_content"", ""annotation_ambiguity"", ""other""]"
t2i,27655::caption_4,A man in blue and a man in red box each other.,27655,86,"{""image_id"": ""27655"", ""image_path"": ""data/flickr30k/validation_images/27655.jpg""}","{""42.0"": 86, ""43.0"": 62, ""44.0"": 33}","[""2283"", ""17914"", ""1716"", ""26609"", ""27721"", ""11911"", ""6167"", ""22228"", ""18905"", ""4011""]","[{""image_id"": ""2283"", ""image_path"": ""data/flickr30k/validation_images/2283.jpg""}, {""image_id"": ""17914"", ""image_path"": ""data/flickr30k/validation_images/17914.jpg""}, {""image_id"": ""1716"", ""image_path"": ""data/flickr30k/validation_images/1716.jpg""}, {""image_id"": ""26609"", ""image_path"": ""data/flickr30k/validation_images/26609.jpg""}, {""image_id"": ""27721"", ""image_path"": ""data/flickr30k/validation_images/27721.jpg""}, {""image_id"": ""11911"", ""image_path"": ""data/flickr30k/validation_images/11911.jpg""}, {""image_id"": ""6167"", ""image_path"": ""data/flickr30k/validation_images/6167.jpg""}, {""image_id"": ""22228"", ""image_path"": ""data/flickr30k/validation_images/22228.jpg""}, {""image_id"": ""18905"", ""image_path"": ""data/flickr30k/validation_images/18905.jpg""}, {""image_id"": ""4011"", ""image_path"": ""data/flickr30k/validation_images/4011.jpg""}]","[""fine_grained_attribute"", ""counting_quantity"", ""spatial_relation"", ""action_interaction"", ""object_category_confusion"", ""scene_context_confusion"", ""text_ocr_content"", ""annotation_ambiguity"", ""other""]"
