config_id,vision_encoder,text_encoder,variant,task,metric,value,best_epoch,checkpoint,mode,split_role,dataset_split
efficientnet_b0__e5_small_v2__baseline,efficientnet_b0,e5_small_v2,baseline,coco_retrieval,coco5_t2i_R@10,0.3572799265384674,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
efficientnet_b0__e5_small_v2__baseline,efficientnet_b0,e5_small_v2,baseline,coco_retrieval,coco5_mean_rank_t2i,57.453704833984375,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
efficientnet_b0__e5_small_v2__baseline,efficientnet_b0,e5_small_v2,baseline,coco_retrieval,coco5_median_rank_t2i,20.0,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
efficientnet_b0__e5_small_v2__baseline,efficientnet_b0,e5_small_v2,baseline,coco_retrieval,coco5_num_image_queries,5000.0,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
efficientnet_b0__e5_small_v2__baseline,efficientnet_b0,e5_small_v2,baseline,coco_retrieval,coco5_num_text_queries,25014.0,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
efficientnet_b0__bge_small_en__baseline,efficientnet_b0,bge_small_en,baseline,coco_retrieval,coco5_i2t_R@1,0.1077999994158744,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
efficientnet_b0__bge_small_en__baseline,efficientnet_b0,bge_small_en,baseline,coco_retrieval,coco5_i2t_R@5,0.2942000031471252,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
efficientnet_b0__bge_small_en__baseline,efficientnet_b0,bge_small_en,baseline,coco_retrieval,coco5_i2t_R@10,0.4212000072002411,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
efficientnet_b0__bge_small_en__baseline,efficientnet_b0,bge_small_en,baseline,coco_retrieval,coco5_mean_rank_i2t,59.38399887084961,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
efficientnet_b0__bge_small_en__baseline,efficientnet_b0,bge_small_en,baseline,coco_retrieval,coco5_median_rank_i2t,15.0,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
efficientnet_b0__bge_small_en__baseline,efficientnet_b0,bge_small_en,baseline,coco_retrieval,coco5_t2i_R@1,0.0901095420122146,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
efficientnet_b0__bge_small_en__baseline,efficientnet_b0,bge_small_en,baseline,coco_retrieval,coco5_t2i_R@5,0.2679299712181091,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
efficientnet_b0__bge_small_en__baseline,efficientnet_b0,bge_small_en,baseline,coco_retrieval,coco5_t2i_R@10,0.3903014361858368,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
efficientnet_b0__bge_small_en__baseline,efficientnet_b0,bge_small_en,baseline,coco_retrieval,coco5_mean_rank_t2i,53.0257453918457,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
efficientnet_b0__bge_small_en__baseline,efficientnet_b0,bge_small_en,baseline,coco_retrieval,coco5_median_rank_t2i,17.0,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
efficientnet_b0__bge_small_en__baseline,efficientnet_b0,bge_small_en,baseline,coco_retrieval,coco5_num_image_queries,5000.0,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
efficientnet_b0__bge_small_en__baseline,efficientnet_b0,bge_small_en,baseline,coco_retrieval,coco5_num_text_queries,25014.0,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
convnext_tiny__all_minilm_l6_v2__baseline,convnext_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_i2t_R@1,0.1852000057697296,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
convnext_tiny__all_minilm_l6_v2__baseline,convnext_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_i2t_R@5,0.4334000051021576,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
convnext_tiny__all_minilm_l6_v2__baseline,convnext_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_i2t_R@10,0.5702000260353088,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
convnext_tiny__all_minilm_l6_v2__baseline,convnext_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_mean_rank_i2t,25.7455997467041,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
convnext_tiny__all_minilm_l6_v2__baseline,convnext_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_median_rank_i2t,8.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
convnext_tiny__all_minilm_l6_v2__baseline,convnext_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_t2i_R@1,0.1576317250728607,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
convnext_tiny__all_minilm_l6_v2__baseline,convnext_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_t2i_R@5,0.3984168767929077,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
convnext_tiny__all_minilm_l6_v2__baseline,convnext_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_t2i_R@10,0.5370592474937439,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
convnext_tiny__all_minilm_l6_v2__baseline,convnext_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_mean_rank_t2i,32.02506637573242,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
convnext_tiny__all_minilm_l6_v2__baseline,convnext_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_median_rank_t2i,9.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
convnext_tiny__all_minilm_l6_v2__baseline,convnext_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_num_image_queries,5000.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
convnext_tiny__all_minilm_l6_v2__baseline,convnext_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_num_text_queries,25014.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__bge_small_en__baseline,swin_tiny,bge_small_en,baseline,coco_retrieval,coco5_i2t_R@1,0.1342000067234039,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__bge_small_en__baseline,swin_tiny,bge_small_en,baseline,coco_retrieval,coco5_i2t_R@5,0.3382000029087066,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__bge_small_en__baseline,swin_tiny,bge_small_en,baseline,coco_retrieval,coco5_i2t_R@10,0.4776000082492828,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__bge_small_en__baseline,swin_tiny,bge_small_en,baseline,coco_retrieval,coco5_mean_rank_i2t,42.32080078125,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__bge_small_en__baseline,swin_tiny,bge_small_en,baseline,coco_retrieval,coco5_median_rank_i2t,12.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__bge_small_en__baseline,swin_tiny,bge_small_en,baseline,coco_retrieval,coco5_t2i_R@1,0.1116574704647064,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__bge_small_en__baseline,swin_tiny,bge_small_en,baseline,coco_retrieval,coco5_t2i_R@5,0.3147037625312805,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__bge_small_en__baseline,swin_tiny,bge_small_en,baseline,coco_retrieval,coco5_t2i_R@10,0.4473894536495209,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__bge_small_en__baseline,swin_tiny,bge_small_en,baseline,coco_retrieval,coco5_mean_rank_t2i,42.11609649658203,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__bge_small_en__baseline,swin_tiny,bge_small_en,baseline,coco_retrieval,coco5_median_rank_t2i,13.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__bge_small_en__baseline,swin_tiny,bge_small_en,baseline,coco_retrieval,coco5_num_image_queries,5000.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__bge_small_en__baseline,swin_tiny,bge_small_en,baseline,coco_retrieval,coco5_num_text_queries,25014.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_bge_small_en_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__distilbert__baseline,swin_tiny,distilbert,baseline,coco_retrieval,coco5_i2t_R@1,0.101000003516674,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_distilbert_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__distilbert__baseline,swin_tiny,distilbert,baseline,coco_retrieval,coco5_i2t_R@5,0.2899999916553497,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_distilbert_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__distilbert__baseline,swin_tiny,distilbert,baseline,coco_retrieval,coco5_i2t_R@10,0.4079999923706054,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_distilbert_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__distilbert__baseline,swin_tiny,distilbert,baseline,coco_retrieval,coco5_mean_rank_i2t,51.18880081176758,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_distilbert_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__distilbert__baseline,swin_tiny,distilbert,baseline,coco_retrieval,coco5_median_rank_i2t,16.0,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_distilbert_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__distilbert__baseline,swin_tiny,distilbert,baseline,coco_retrieval,coco5_t2i_R@1,0.0852722451090812,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_distilbert_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__distilbert__baseline,swin_tiny,distilbert,baseline,coco_retrieval,coco5_t2i_R@5,0.2584552764892578,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_distilbert_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__distilbert__baseline,swin_tiny,distilbert,baseline,coco_retrieval,coco5_t2i_R@10,0.3801870942115783,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_distilbert_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__distilbert__baseline,swin_tiny,distilbert,baseline,coco_retrieval,coco5_mean_rank_t2i,54.6536750793457,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_distilbert_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__distilbert__baseline,swin_tiny,distilbert,baseline,coco_retrieval,coco5_median_rank_t2i,18.0,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_distilbert_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__distilbert__baseline,swin_tiny,distilbert,baseline,coco_retrieval,coco5_num_image_queries,5000.0,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_distilbert_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__distilbert__baseline,swin_tiny,distilbert,baseline,coco_retrieval,coco5_num_text_queries,25014.0,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_distilbert_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__all_minilm_l6_v2__baseline,swin_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_i2t_R@1,0.1449999958276748,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__all_minilm_l6_v2__baseline,swin_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_i2t_R@5,0.3736000061035156,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__all_minilm_l6_v2__baseline,swin_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_i2t_R@10,0.510200023651123,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__all_minilm_l6_v2__baseline,swin_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_mean_rank_i2t,36.465599060058594,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__all_minilm_l6_v2__baseline,swin_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_median_rank_i2t,10.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__all_minilm_l6_v2__baseline,swin_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_t2i_R@1,0.1252898424863815,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__all_minilm_l6_v2__baseline,swin_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_t2i_R@5,0.3465259373188019,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__all_minilm_l6_v2__baseline,swin_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_t2i_R@10,0.4821300208568573,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__all_minilm_l6_v2__baseline,swin_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_mean_rank_t2i,39.39002227783203,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__all_minilm_l6_v2__baseline,swin_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_median_rank_t2i,11.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__all_minilm_l6_v2__baseline,swin_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_num_image_queries,5000.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__all_minilm_l6_v2__baseline,swin_tiny,all_minilm_l6_v2,baseline,coco_retrieval,coco5_num_text_queries,25014.0,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_all_minilm_l6_v2_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__e5_small_v2__baseline,swin_tiny,e5_small_v2,baseline,coco_retrieval,coco5_i2t_R@1,0.125,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__e5_small_v2__baseline,swin_tiny,e5_small_v2,baseline,coco_retrieval,coco5_i2t_R@5,0.3312000036239624,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__e5_small_v2__baseline,swin_tiny,e5_small_v2,baseline,coco_retrieval,coco5_i2t_R@10,0.4532000124454498,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__e5_small_v2__baseline,swin_tiny,e5_small_v2,baseline,coco_retrieval,coco5_mean_rank_i2t,45.24359893798828,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__e5_small_v2__baseline,swin_tiny,e5_small_v2,baseline,coco_retrieval,coco5_median_rank_i2t,13.0,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__e5_small_v2__baseline,swin_tiny,e5_small_v2,baseline,coco_retrieval,coco5_t2i_R@1,0.1043815463781356,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__e5_small_v2__baseline,swin_tiny,e5_small_v2,baseline,coco_retrieval,coco5_t2i_R@5,0.2971535921096802,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__e5_small_v2__baseline,swin_tiny,e5_small_v2,baseline,coco_retrieval,coco5_t2i_R@10,0.4231230616569519,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__e5_small_v2__baseline,swin_tiny,e5_small_v2,baseline,coco_retrieval,coco5_mean_rank_t2i,45.32465744018555,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__e5_small_v2__baseline,swin_tiny,e5_small_v2,baseline,coco_retrieval,coco5_median_rank_t2i,15.0,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__e5_small_v2__baseline,swin_tiny,e5_small_v2,baseline,coco_retrieval,coco5_num_image_queries,5000.0,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
swin_tiny__e5_small_v2__baseline,swin_tiny,e5_small_v2,baseline,coco_retrieval,coco5_num_text_queries,25014.0,1,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_e5_small_v2_baseline/best.pt,full,development,coco_val2017_development
dinov2_vits14__all_minilm_l6_v2__local,dinov2_vits14,all_minilm_l6_v2,local,coco_retrieval,coco5_i2t_R@1,0.1951999962329864,3,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_all_minilm_l6_v2_local/best.pt,full,development,coco_val2017_development
dinov2_vits14__all_minilm_l6_v2__local,dinov2_vits14,all_minilm_l6_v2,local,coco_retrieval,coco5_i2t_R@5,0.4555999934673309,3,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_all_minilm_l6_v2_local/best.pt,full,development,coco_val2017_development
dinov2_vits14__all_minilm_l6_v2__local,dinov2_vits14,all_minilm_l6_v2,local,coco_retrieval,coco5_i2t_R@10,0.5950000286102295,3,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_all_minilm_l6_v2_local/best.pt,full,development,coco_val2017_development
dinov2_vits14__all_minilm_l6_v2__local,dinov2_vits14,all_minilm_l6_v2,local,coco_retrieval,coco5_mean_rank_i2t,25.08699989318848,3,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_all_minilm_l6_v2_local/best.pt,full,development,coco_val2017_development
dinov2_vits14__all_minilm_l6_v2__local,dinov2_vits14,all_minilm_l6_v2,local,coco_retrieval,coco5_median_rank_i2t,7.0,3,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_all_minilm_l6_v2_local/best.pt,full,development,coco_val2017_development
dinov2_vits14__all_minilm_l6_v2__local,dinov2_vits14,all_minilm_l6_v2,local,coco_retrieval,coco5_t2i_R@1,0.1604701429605484,3,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_all_minilm_l6_v2_local/best.pt,full,development,coco_val2017_development
dinov2_vits14__all_minilm_l6_v2__local,dinov2_vits14,all_minilm_l6_v2,local,coco_retrieval,coco5_t2i_R@5,0.4093307852745056,3,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_all_minilm_l6_v2_local/best.pt,full,development,coco_val2017_development
dinov2_vits14__all_minilm_l6_v2__local,dinov2_vits14,all_minilm_l6_v2,local,coco_retrieval,coco5_t2i_R@10,0.5450947284698486,3,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_all_minilm_l6_v2_local/best.pt,full,development,coco_val2017_development
dinov2_vits14__all_minilm_l6_v2__local,dinov2_vits14,all_minilm_l6_v2,local,coco_retrieval,coco5_mean_rank_t2i,30.959861755371094,3,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_all_minilm_l6_v2_local/best.pt,full,development,coco_val2017_development
dinov2_vits14__all_minilm_l6_v2__local,dinov2_vits14,all_minilm_l6_v2,local,coco_retrieval,coco5_median_rank_t2i,8.0,3,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_all_minilm_l6_v2_local/best.pt,full,development,coco_val2017_development
dinov2_vits14__all_minilm_l6_v2__local,dinov2_vits14,all_minilm_l6_v2,local,coco_retrieval,coco5_num_image_queries,5000.0,3,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_all_minilm_l6_v2_local/best.pt,full,development,coco_val2017_development
dinov2_vits14__all_minilm_l6_v2__local,dinov2_vits14,all_minilm_l6_v2,local,coco_retrieval,coco5_num_text_queries,25014.0,3,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_all_minilm_l6_v2_local/best.pt,full,development,coco_val2017_development
convnextv2_tiny__all_minilm_l6_v2__local_global,convnextv2_tiny,all_minilm_l6_v2,local_global,coco_retrieval,coco5_i2t_R@1,0.1829999983310699,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_all_minilm_l6_v2_local_global/best.pt,full,development,coco_val2017_development
convnextv2_tiny__all_minilm_l6_v2__local_global,convnextv2_tiny,all_minilm_l6_v2,local_global,coco_retrieval,coco5_i2t_R@5,0.4361999928951263,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_all_minilm_l6_v2_local_global/best.pt,full,development,coco_val2017_development
convnextv2_tiny__all_minilm_l6_v2__local_global,convnextv2_tiny,all_minilm_l6_v2,local_global,coco_retrieval,coco5_i2t_R@10,0.5767999887466431,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_all_minilm_l6_v2_local_global/best.pt,full,development,coco_val2017_development
convnextv2_tiny__all_minilm_l6_v2__local_global,convnextv2_tiny,all_minilm_l6_v2,local_global,coco_retrieval,coco5_mean_rank_i2t,28.31800079345703,2,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_all_minilm_l6_v2_local_global/best.pt,full,development,coco_val2017_development
