config_id,task,status,checkpoint,cache,predictions,samples,per_class,classes,mode
dinov2_vits14__e5_small_v2__baseline,cifar100_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_e5_small_v2_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/dinov2_vits14__e5_small_v2__baseline__cifar100_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/dinov2_vits14__e5_small_v2__baseline__cifar100_zeroshot.jsonl,10000,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/dinov2_vits14__e5_small_v2__baseline__cifar100_zeroshot__per_class.csv,100.0,full
dinov2_vits14__e5_small_v2__baseline,pets_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_e5_small_v2_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/dinov2_vits14__e5_small_v2__baseline__pets_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/dinov2_vits14__e5_small_v2__baseline__pets_zeroshot.jsonl,3669,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/dinov2_vits14__e5_small_v2__baseline__pets_zeroshot__per_class.csv,37.0,full
dinov2_vits14__e5_small_v2__baseline,eurosat_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_e5_small_v2_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/dinov2_vits14__e5_small_v2__baseline__eurosat_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/dinov2_vits14__e5_small_v2__baseline__eurosat_zeroshot.jsonl,27000,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/dinov2_vits14__e5_small_v2__baseline__eurosat_zeroshot__per_class.csv,10.0,full
efficientnet_b0__all_minilm_l6_v2__baseline,coco_retrieval,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_all_minilm_l6_v2_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/efficientnet_b0__all_minilm_l6_v2__baseline__coco__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__all_minilm_l6_v2__baseline__coco_i2t.jsonl,5000,,,full
efficientnet_b0__all_minilm_l6_v2__baseline,cifar100_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_all_minilm_l6_v2_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/efficientnet_b0__all_minilm_l6_v2__baseline__cifar100_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__all_minilm_l6_v2__baseline__cifar100_zeroshot.jsonl,10000,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__all_minilm_l6_v2__baseline__cifar100_zeroshot__per_class.csv,100.0,full
efficientnet_b0__all_minilm_l6_v2__baseline,pets_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_all_minilm_l6_v2_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/efficientnet_b0__all_minilm_l6_v2__baseline__pets_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__all_minilm_l6_v2__baseline__pets_zeroshot.jsonl,3669,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__all_minilm_l6_v2__baseline__pets_zeroshot__per_class.csv,37.0,full
efficientnet_b0__all_minilm_l6_v2__baseline,eurosat_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_all_minilm_l6_v2_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/efficientnet_b0__all_minilm_l6_v2__baseline__eurosat_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__all_minilm_l6_v2__baseline__eurosat_zeroshot.jsonl,27000,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__all_minilm_l6_v2__baseline__eurosat_zeroshot__per_class.csv,10.0,full
efficientnet_b0__distilbert__baseline,coco_retrieval,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_distilbert_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/efficientnet_b0__distilbert__baseline__coco__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__distilbert__baseline__coco_i2t__full.jsonl,5000,,,full
efficientnet_b0__distilbert__baseline,cifar100_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_distilbert_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/efficientnet_b0__distilbert__baseline__cifar100_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__distilbert__baseline__cifar100_zeroshot__full.jsonl,10000,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__distilbert__baseline__cifar100_zeroshot__full__per_class.csv,100.0,full
efficientnet_b0__distilbert__baseline,pets_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_distilbert_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/efficientnet_b0__distilbert__baseline__pets_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__distilbert__baseline__pets_zeroshot__full.jsonl,3669,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__distilbert__baseline__pets_zeroshot__full__per_class.csv,37.0,full
efficientnet_b0__distilbert__baseline,eurosat_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_distilbert_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/efficientnet_b0__distilbert__baseline__eurosat_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__distilbert__baseline__eurosat_zeroshot__full.jsonl,27000,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__distilbert__baseline__eurosat_zeroshot__full__per_class.csv,10.0,full
efficientnet_b0__e5_small_v2__baseline,coco_retrieval,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_e5_small_v2_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/efficientnet_b0__e5_small_v2__baseline__coco__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__e5_small_v2__baseline__coco_i2t__full.jsonl,5000,,,full
efficientnet_b0__e5_small_v2__baseline,cifar100_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_e5_small_v2_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/efficientnet_b0__e5_small_v2__baseline__cifar100_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__e5_small_v2__baseline__cifar100_zeroshot__full.jsonl,10000,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__e5_small_v2__baseline__cifar100_zeroshot__full__per_class.csv,100.0,full
efficientnet_b0__e5_small_v2__baseline,pets_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_e5_small_v2_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/efficientnet_b0__e5_small_v2__baseline__pets_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__e5_small_v2__baseline__pets_zeroshot__full.jsonl,3669,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__e5_small_v2__baseline__pets_zeroshot__full__per_class.csv,37.0,full
efficientnet_b0__e5_small_v2__baseline,eurosat_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_e5_small_v2_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/efficientnet_b0__e5_small_v2__baseline__eurosat_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__e5_small_v2__baseline__eurosat_zeroshot__full.jsonl,27000,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__e5_small_v2__baseline__eurosat_zeroshot__full__per_class.csv,10.0,full
efficientnet_b0__bge_small_en__baseline,coco_retrieval,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_bge_small_en_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/efficientnet_b0__bge_small_en__baseline__coco__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__bge_small_en__baseline__coco_i2t__full.jsonl,5000,,,full
efficientnet_b0__bge_small_en__baseline,cifar100_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_bge_small_en_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/efficientnet_b0__bge_small_en__baseline__cifar100_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__bge_small_en__baseline__cifar100_zeroshot__full.jsonl,10000,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__bge_small_en__baseline__cifar100_zeroshot__full__per_class.csv,100.0,full
efficientnet_b0__bge_small_en__baseline,pets_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_bge_small_en_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/efficientnet_b0__bge_small_en__baseline__pets_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__bge_small_en__baseline__pets_zeroshot__full.jsonl,3669,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__bge_small_en__baseline__pets_zeroshot__full__per_class.csv,37.0,full
efficientnet_b0__bge_small_en__baseline,eurosat_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_bge_small_en_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/efficientnet_b0__bge_small_en__baseline__eurosat_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__bge_small_en__baseline__eurosat_zeroshot__full.jsonl,27000,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/efficientnet_b0__bge_small_en__baseline__eurosat_zeroshot__full__per_class.csv,10.0,full
convnext_tiny__all_minilm_l6_v2__baseline,coco_retrieval,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_all_minilm_l6_v2_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/convnext_tiny__all_minilm_l6_v2__baseline__coco__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/convnext_tiny__all_minilm_l6_v2__baseline__coco_i2t__full.jsonl,5000,,,full
convnext_tiny__all_minilm_l6_v2__baseline,cifar100_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_all_minilm_l6_v2_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/convnext_tiny__all_minilm_l6_v2__baseline__cifar100_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/convnext_tiny__all_minilm_l6_v2__baseline__cifar100_zeroshot__full.jsonl,10000,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/convnext_tiny__all_minilm_l6_v2__baseline__cifar100_zeroshot__full__per_class.csv,100.0,full
convnext_tiny__all_minilm_l6_v2__baseline,pets_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_all_minilm_l6_v2_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/convnext_tiny__all_minilm_l6_v2__baseline__pets_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/convnext_tiny__all_minilm_l6_v2__baseline__pets_zeroshot__full.jsonl,3669,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/convnext_tiny__all_minilm_l6_v2__baseline__pets_zeroshot__full__per_class.csv,37.0,full
convnext_tiny__all_minilm_l6_v2__baseline,eurosat_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_all_minilm_l6_v2_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/convnext_tiny__all_minilm_l6_v2__baseline__eurosat_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/convnext_tiny__all_minilm_l6_v2__baseline__eurosat_zeroshot__full.jsonl,27000,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/convnext_tiny__all_minilm_l6_v2__baseline__eurosat_zeroshot__full__per_class.csv,10.0,full
swin_tiny__bge_small_en__baseline,coco_retrieval,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_bge_small_en_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/swin_tiny__bge_small_en__baseline__coco__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__bge_small_en__baseline__coco_i2t__full.jsonl,5000,,,full
swin_tiny__bge_small_en__baseline,cifar100_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_bge_small_en_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/swin_tiny__bge_small_en__baseline__cifar100_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__bge_small_en__baseline__cifar100_zeroshot__full.jsonl,10000,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__bge_small_en__baseline__cifar100_zeroshot__full__per_class.csv,100.0,full
swin_tiny__bge_small_en__baseline,pets_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_bge_small_en_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/swin_tiny__bge_small_en__baseline__pets_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__bge_small_en__baseline__pets_zeroshot__full.jsonl,3669,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__bge_small_en__baseline__pets_zeroshot__full__per_class.csv,37.0,full
swin_tiny__bge_small_en__baseline,eurosat_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_bge_small_en_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/swin_tiny__bge_small_en__baseline__eurosat_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__bge_small_en__baseline__eurosat_zeroshot__full.jsonl,27000,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__bge_small_en__baseline__eurosat_zeroshot__full__per_class.csv,10.0,full
swin_tiny__distilbert__baseline,coco_retrieval,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_distilbert_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/swin_tiny__distilbert__baseline__coco__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__distilbert__baseline__coco_i2t__full.jsonl,5000,,,full
swin_tiny__distilbert__baseline,cifar100_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_distilbert_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/swin_tiny__distilbert__baseline__cifar100_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__distilbert__baseline__cifar100_zeroshot__full.jsonl,10000,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__distilbert__baseline__cifar100_zeroshot__full__per_class.csv,100.0,full
swin_tiny__distilbert__baseline,pets_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_distilbert_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/swin_tiny__distilbert__baseline__pets_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__distilbert__baseline__pets_zeroshot__full.jsonl,3669,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__distilbert__baseline__pets_zeroshot__full__per_class.csv,37.0,full
swin_tiny__distilbert__baseline,eurosat_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_distilbert_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/swin_tiny__distilbert__baseline__eurosat_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__distilbert__baseline__eurosat_zeroshot__full.jsonl,27000,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__distilbert__baseline__eurosat_zeroshot__full__per_class.csv,10.0,full
swin_tiny__all_minilm_l6_v2__baseline,coco_retrieval,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_all_minilm_l6_v2_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/swin_tiny__all_minilm_l6_v2__baseline__coco__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__all_minilm_l6_v2__baseline__coco_i2t__full.jsonl,5000,,,full
swin_tiny__all_minilm_l6_v2__baseline,cifar100_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_all_minilm_l6_v2_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/swin_tiny__all_minilm_l6_v2__baseline__cifar100_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__all_minilm_l6_v2__baseline__cifar100_zeroshot__full.jsonl,10000,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__all_minilm_l6_v2__baseline__cifar100_zeroshot__full__per_class.csv,100.0,full
swin_tiny__all_minilm_l6_v2__baseline,pets_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_all_minilm_l6_v2_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/swin_tiny__all_minilm_l6_v2__baseline__pets_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__all_minilm_l6_v2__baseline__pets_zeroshot__full.jsonl,3669,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__all_minilm_l6_v2__baseline__pets_zeroshot__full__per_class.csv,37.0,full
swin_tiny__all_minilm_l6_v2__baseline,eurosat_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_all_minilm_l6_v2_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/swin_tiny__all_minilm_l6_v2__baseline__eurosat_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__all_minilm_l6_v2__baseline__eurosat_zeroshot__full.jsonl,27000,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__all_minilm_l6_v2__baseline__eurosat_zeroshot__full__per_class.csv,10.0,full
swin_tiny__e5_small_v2__baseline,coco_retrieval,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_e5_small_v2_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/swin_tiny__e5_small_v2__baseline__coco__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__e5_small_v2__baseline__coco_i2t__full.jsonl,5000,,,full
swin_tiny__e5_small_v2__baseline,cifar100_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_e5_small_v2_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/swin_tiny__e5_small_v2__baseline__cifar100_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__e5_small_v2__baseline__cifar100_zeroshot__full.jsonl,10000,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__e5_small_v2__baseline__cifar100_zeroshot__full__per_class.csv,100.0,full
swin_tiny__e5_small_v2__baseline,pets_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_e5_small_v2_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/swin_tiny__e5_small_v2__baseline__pets_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__e5_small_v2__baseline__pets_zeroshot__full.jsonl,3669,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__e5_small_v2__baseline__pets_zeroshot__full__per_class.csv,37.0,full
swin_tiny__e5_small_v2__baseline,eurosat_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_e5_small_v2_baseline/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/swin_tiny__e5_small_v2__baseline__eurosat_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__e5_small_v2__baseline__eurosat_zeroshot__full.jsonl,27000,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/swin_tiny__e5_small_v2__baseline__eurosat_zeroshot__full__per_class.csv,10.0,full
dinov2_vits14__all_minilm_l6_v2__local,coco_retrieval,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_all_minilm_l6_v2_local/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/dinov2_vits14__all_minilm_l6_v2__local__coco__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/dinov2_vits14__all_minilm_l6_v2__local__coco_i2t__full.jsonl,5000,,,full
dinov2_vits14__all_minilm_l6_v2__local,cifar100_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_all_minilm_l6_v2_local/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/dinov2_vits14__all_minilm_l6_v2__local__cifar100_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/dinov2_vits14__all_minilm_l6_v2__local__cifar100_zeroshot__full.jsonl,10000,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/dinov2_vits14__all_minilm_l6_v2__local__cifar100_zeroshot__full__per_class.csv,100.0,full
