audit_id,query_caption,candidate_A,candidate_B,candidate_C,candidate_D,candidate_E,rubric_categories,candidate_F,audit_label,audit_rationale,audit_confidence
audit_052,A biker doing a jump in a forest.,data/flickr30k/validation_images/13671.jpg,data/flickr30k/validation_images/15129.jpg,data/flickr30k/validation_images/21612.jpg,data/flickr30k/validation_images/16469.jpg,data/flickr30k/validation_images/282.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,multiple_plausible,"Candidates A, B, and C all show a mountain biker airborne or jumping in a forest.",high
audit_053,"A boy and girl in black jumpsuits stand facing a girl in a pink jacket, with adults in the background.",data/flickr30k/validation_images/30177.jpg,data/flickr30k/validation_images/29884.jpg,data/flickr30k/validation_images/1271.jpg,data/flickr30k/validation_images/9174.jpg,data/flickr30k/validation_images/20478.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/23953.jpg,unique,Only candidate F shows a boy and girl in black jumpsuits facing a pink-jacketed girl with adults behind them.,high
audit_054,A person laying on a bench in front of a water feature.,data/flickr30k/validation_images/21478.jpg,data/flickr30k/validation_images/24905.jpg,data/flickr30k/validation_images/22712.jpg,data/flickr30k/validation_images/24217.jpg,data/flickr30k/validation_images/118.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/25007.jpg,unique,Candidate D is the only image showing a person lying along a bench in front of a water-adjacent feature.,medium
audit_055,A man is working at a construction site.,data/flickr30k/validation_images/1520.jpg,data/flickr30k/validation_images/26923.jpg,data/flickr30k/validation_images/10014.jpg,data/flickr30k/validation_images/18384.jpg,data/flickr30k/validation_images/6505.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/6542.jpg,underspecified,"Several candidates depict a man working at a construction site, and the caption supplies no task or appearance detail.",high
audit_056,A group of people are running in the cold.,data/flickr30k/validation_images/30420.jpg,data/flickr30k/validation_images/29215.jpg,data/flickr30k/validation_images/18854.jpg,data/flickr30k/validation_images/3821.jpg,data/flickr30k/validation_images/14430.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,multiple_plausible,"Candidates B, C, and D each depict a group running in visibly cold conditions.",high
audit_057,A band is performing indoors.,data/flickr30k/validation_images/18126.jpg,data/flickr30k/validation_images/18618.jpg,data/flickr30k/validation_images/4561.jpg,data/flickr30k/validation_images/17212.jpg,data/flickr30k/validation_images/26268.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,underspecified,"Multiple candidates show a musical group performing indoors; the caption lacks details about genre, instruments, or venue.",high
audit_058,An old man with long hair playing the trumpet.,data/flickr30k/validation_images/4561.jpg,data/flickr30k/validation_images/15710.jpg,data/flickr30k/validation_images/22291.jpg,data/flickr30k/validation_images/29843.jpg,data/flickr30k/validation_images/6063.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/27707.jpg,unique,Candidate D is the only scene showing a long-haired older-looking man playing a trumpet.,medium
audit_059,A young kid at the beach.,data/flickr30k/validation_images/1081.jpg,data/flickr30k/validation_images/10801.jpg,data/flickr30k/validation_images/23372.jpg,data/flickr30k/validation_images/5550.jpg,data/flickr30k/validation_images/16726.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,underspecified,"Multiple candidates show a young child at a beach, and the caption is too generic to identify one.",high
audit_060,A dog running across a field with a ball in its mouth.,data/flickr30k/validation_images/7156.jpg,data/flickr30k/validation_images/14001.jpg,data/flickr30k/validation_images/13351.jpg,data/flickr30k/validation_images/13094.jpg,data/flickr30k/validation_images/5062.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate C shows a dog running across a field with a ball visibly held in its mouth.,high
audit_061,A woman with black hair wearing a black and white polka-dot dress is singing into a microphone.,data/flickr30k/validation_images/7575.jpg,data/flickr30k/validation_images/2527.jpg,data/flickr30k/validation_images/18692.jpg,data/flickr30k/validation_images/11570.jpg,data/flickr30k/validation_images/28084.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate B shows a black-haired woman in a black-and-white polka-dot dress singing into a microphone.,high
audit_062,The kids are running a relay race.,data/flickr30k/validation_images/16434.jpg,data/flickr30k/validation_images/3375.jpg,data/flickr30k/validation_images/29215.jpg,data/flickr30k/validation_images/29105.jpg,data/flickr30k/validation_images/12812.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/16376.jpg,unique,Candidate B is the only scene consistent with children participating in a relay race rather than another sport or an adult race.,medium
audit_063,A boy pointing in a direction on a dirt road.,data/flickr30k/validation_images/2749.jpg,data/flickr30k/validation_images/23785.jpg,data/flickr30k/validation_images/15574.jpg,data/flickr30k/validation_images/19530.jpg,data/flickr30k/validation_images/25866.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate A shows a boy on a dirt road gesturing or pointing in a direction.,medium
audit_064,"Two boxers, one in red and one in blue, strike each other in the face with their left hands.",data/flickr30k/validation_images/1933.jpg,data/flickr30k/validation_images/608.jpg,data/flickr30k/validation_images/11929.jpg,data/flickr30k/validation_images/28292.jpg,data/flickr30k/validation_images/27655.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate E shows red- and blue-equipped boxers simultaneously striking toward each other's faces.,high
audit_065,A young boy throws a big rock into a body of water.,data/flickr30k/validation_images/11293.jpg,data/flickr30k/validation_images/14938.jpg,data/flickr30k/validation_images/7610.jpg,data/flickr30k/validation_images/1155.jpg,data/flickr30k/validation_images/4280.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Only candidate D shows a young boy actively throwing a large rock into a body of water.,high
audit_066,A person in a dark top and light pants walks past a white building.,data/flickr30k/validation_images/12483.jpg,data/flickr30k/validation_images/22818.jpg,data/flickr30k/validation_images/25295.jpg,data/flickr30k/validation_images/22152.jpg,data/flickr30k/validation_images/19905.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/21639.jpg,unique,"Candidate C uniquely shows a dark-topped, light-pants pedestrian walking past a pale building.",medium
audit_067,A rodeo clown ties a rope around an older rodeo clown as he sits in the dirt.,data/flickr30k/validation_images/13420.jpg,data/flickr30k/validation_images/14998.jpg,data/flickr30k/validation_images/6542.jpg,data/flickr30k/validation_images/28046.jpg,data/flickr30k/validation_images/6377.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/14065.jpg,no_match,No candidate depicts one rodeo clown tying a rope around another older clown seated in dirt.,high
audit_068,A firefighter standing proud in front of his truck.,data/flickr30k/validation_images/4480.jpg,data/flickr30k/validation_images/511.jpg,data/flickr30k/validation_images/6767.jpg,data/flickr30k/validation_images/27394.jpg,data/flickr30k/validation_images/6505.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/2147.jpg,unique,Only candidate A shows a firefighter standing upright and posed directly in front of a fire truck.,high
audit_069,"Something seems to be better than nothing as a young adult male plays a violin near the entrance of a store with his violin case open ready to accept the ""tips"" of his fans.",data/flickr30k/validation_images/22187.jpg,data/flickr30k/validation_images/4561.jpg,data/flickr30k/validation_images/27707.jpg,data/flickr30k/validation_images/16541.jpg,data/flickr30k/validation_images/17212.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/29640.jpg,unique,Only candidate A shows a young man playing violin at a store entrance with an open case positioned for tips.,high
audit_070,"A man in a gray cap, a pink tank top and short skirt, pink-and-black striped socks, and boots juggles knives in front of a brick building whose sign reads ""The Pump Room"" while onlookers watch.",data/flickr30k/validation_images/19652.jpg,data/flickr30k/validation_images/462.jpg,data/flickr30k/validation_images/15800.jpg,data/flickr30k/validation_images/22747.jpg,data/flickr30k/validation_images/10885.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/6533.jpg,unique,"Only candidate B matches the detailed pink outfit, striped socks, knife juggling, Pump Room location, and onlookers.",high
audit_071,A crowd loiters near the start of a marathon.,data/flickr30k/validation_images/20098.jpg,data/flickr30k/validation_images/30420.jpg,data/flickr30k/validation_images/22216.jpg,data/flickr30k/validation_images/15638.jpg,data/flickr30k/validation_images/18854.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/12879.jpg,unique,Only candidate A shows a crowd lingering immediately beside a marked marathon start.,high
audit_072,A man with prosthetic legs just finished a run.,data/flickr30k/validation_images/7900.jpg,data/flickr30k/validation_images/1516.jpg,data/flickr30k/validation_images/9985.jpg,data/flickr30k/validation_images/27560.jpg,data/flickr30k/validation_images/27834.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/2388.jpg,unique,Only candidate E shows a man with running prostheses who appears to have just completed a run.,high
audit_073,A woman pushing a coffee cart through a plaza.,data/flickr30k/validation_images/20598.jpg,data/flickr30k/validation_images/25007.jpg,data/flickr30k/validation_images/6143.jpg,data/flickr30k/validation_images/22916.jpg,data/flickr30k/validation_images/1943.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/4860.jpg,no_match,No candidate clearly shows a woman pushing a coffee cart through a plaza.,medium
audit_074,Men dressed in costumes take part in a performance as a crowd watches.,data/flickr30k/validation_images/5304.jpg,data/flickr30k/validation_images/19141.jpg,data/flickr30k/validation_images/2089.jpg,data/flickr30k/validation_images/28046.jpg,data/flickr30k/validation_images/18813.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/4917.jpg,underspecified,"Multiple candidates show costumed male performers watched by a crowd, and the caption lacks details to distinguish them.",high
audit_075,A young woman wearing a beautiful white ensemble looks flustered.,data/flickr30k/validation_images/19253.jpg,data/flickr30k/validation_images/9273.jpg,data/flickr30k/validation_images/20495.jpg,data/flickr30k/validation_images/462.jpg,data/flickr30k/validation_images/18504.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/21179.jpg,unique,Candidate F is the only young woman in a predominantly white ensemble whose expression plausibly appears flustered.,medium
audit_076,A woman in blue about to enter a brown fence gateway in a park,data/flickr30k/validation_images/20711.jpg,data/flickr30k/validation_images/20361.jpg,data/flickr30k/validation_images/422.jpg,data/flickr30k/validation_images/25007.jpg,data/flickr30k/validation_images/16917.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/27643.jpg,unique,Only candidate B shows a blue-clad woman approaching a brown fenced gateway in a park-like setting.,medium
audit_077,A singer performing along with the crowd.,data/flickr30k/validation_images/3304.jpg,data/flickr30k/validation_images/15638.jpg,data/flickr30k/validation_images/4917.jpg,data/flickr30k/validation_images/1103.jpg,data/flickr30k/validation_images/15547.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/18127.jpg,underspecified,Several candidates show a singer performing with or directly engaging a crowd; the caption contains no differentiating details.,high
audit_078,There is a cafe on a street corner with an oval painting on the corner of its building.,data/flickr30k/validation_images/20198.jpg,data/flickr30k/validation_images/11827.jpg,data/flickr30k/validation_images/16917.jpg,data/flickr30k/validation_images/15291.jpg,data/flickr30k/validation_images/23693.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/21951.jpg,unique,Only candidate D shows a street-corner cafe with an oval sign or painting fixed to the building corner.,high
audit_079,The man is playing with his Star Wars light sword.,data/flickr30k/validation_images/9774.jpg,data/flickr30k/validation_images/28435.jpg,data/flickr30k/validation_images/12521.jpg,data/flickr30k/validation_images/2522.jpg,data/flickr30k/validation_images/27560.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/26268.jpg,unique,Only candidate D shows a man actively posing or playing with an illuminated Star Wars-style lightsaber.,high
audit_080,Two asian children grab hands while in a piece of playground equipment.,data/flickr30k/validation_images/21625.jpg,data/flickr30k/validation_images/30177.jpg,data/flickr30k/validation_images/4011.jpg,data/flickr30k/validation_images/13654.jpg,data/flickr30k/validation_images/19165.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/30369.jpg,unique,Only candidate E shows two Asian children holding hands within playground equipment.,high
audit_081,A man holding a skateboard against a blue sky with white clouds with buildings in the background.,data/flickr30k/validation_images/25295.jpg,data/flickr30k/validation_images/24232.jpg,data/flickr30k/validation_images/3434.jpg,data/flickr30k/validation_images/19652.jpg,data/flickr30k/validation_images/27478.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/13760.jpg,unique,"Only candidate E shows a man holding a skateboard against a blue, clouded sky with buildings behind.",high
audit_082,An old man wearing a hat stands outside a shop door.,data/flickr30k/validation_images/27732.jpg,data/flickr30k/validation_images/27101.jpg,data/flickr30k/validation_images/22261.jpg,data/flickr30k/validation_images/19652.jpg,data/flickr30k/validation_images/22152.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/11208.jpg,unique,Candidate A is the only scene showing an older hat-wearing man standing directly outside a shop doorway.,medium
audit_083,A performer holds a microphone out to a member of a crowd.,data/flickr30k/validation_images/4917.jpg,data/flickr30k/validation_images/18618.jpg,data/flickr30k/validation_images/26268.jpg,data/flickr30k/validation_images/3304.jpg,data/flickr30k/validation_images/1103.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/18127.jpg,unique,Only candidate F shows a performer extending a microphone to a crowd member.,high
audit_084,Men on a canoe ride in the river.,data/flickr30k/validation_images/8115.jpg,data/flickr30k/validation_images/25762.jpg,data/flickr30k/validation_images/6110.jpg,data/flickr30k/validation_images/16221.jpg,data/flickr30k/validation_images/3836.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/1212.jpg,unique,Only candidate A clearly shows several men riding together in a canoe-like boat on a river.,high
audit_085,A man in a red and white striped shirts sits on a stool at a hotdog stand.,data/flickr30k/validation_images/16664.jpg,data/flickr30k/validation_images/6143.jpg,data/flickr30k/validation_images/900.jpg,data/flickr30k/validation_images/16632.jpg,data/flickr30k/validation_images/20401.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/30040.jpg,unique,Only candidate B shows a red-and-white-striped-shirted man seated on a stool at a hotdog stand.,high
audit_086,This is a young man getting some airtime on his skateboard.,data/flickr30k/validation_images/27937.jpg,data/flickr30k/validation_images/12280.jpg,data/flickr30k/validation_images/9985.jpg,data/flickr30k/validation_images/14585.jpg,data/flickr30k/validation_images/24314.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/22811.jpg,multiple_plausible,"Multiple candidates show a young man airborne on a skateboard, so the generic caption does not identify one image.",high
audit_087,"The people are dressed in heavy layered clothing, and are motioning together.",data/flickr30k/validation_images/23998.jpg,data/flickr30k/validation_images/10963.jpg,data/flickr30k/validation_images/22099.jpg,data/flickr30k/validation_images/4917.jpg,data/flickr30k/validation_images/5304.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/29492.jpg,unique,Candidate B is the only scene showing several heavily layered people moving together.,medium
audit_088,Three woman are sitting in front of a decorated tree.,data/flickr30k/validation_images/1478.jpg,data/flickr30k/validation_images/5711.jpg,data/flickr30k/validation_images/21147.jpg,data/flickr30k/validation_images/20853.jpg,data/flickr30k/validation_images/13347.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/8194.jpg,unique,Only candidate E shows three women sitting together in front of a decorated tree.,medium
audit_089,A half naked man is sleeping on his chair outdoors.,data/flickr30k/validation_images/15296.jpg,data/flickr30k/validation_images/377.jpg,data/flickr30k/validation_images/21478.jpg,data/flickr30k/validation_images/25731.jpg,data/flickr30k/validation_images/17243.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/4743.jpg,unique,Only candidate B shows a shirtless or half-naked man asleep on an outdoor chair.,high
audit_090,A large crowd is standing around the start line.,data/flickr30k/validation_images/20098.jpg,data/flickr30k/validation_images/2089.jpg,data/flickr30k/validation_images/15638.jpg,data/flickr30k/validation_images/6278.jpg,data/flickr30k/validation_images/12879.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/8777.jpg,unique,Only candidate A shows a large crowd positioned directly around a visible start line.,high
audit_091,A man and two kids standing in front of an ancient building.,data/flickr30k/validation_images/15291.jpg,data/flickr30k/validation_images/4054.jpg,data/flickr30k/validation_images/23953.jpg,data/flickr30k/validation_images/24251.jpg,data/flickr30k/validation_images/17956.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/23598.jpg,unique,Candidate B is the only scene consistent with a man and two younger companions standing before an ancient stone building.,medium
audit_092,People are gathered at an event in the city.,data/flickr30k/validation_images/17645.jpg,data/flickr30k/validation_images/8777.jpg,data/flickr30k/validation_images/13311.jpg,data/flickr30k/validation_images/22185.jpg,data/flickr30k/validation_images/26316.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/1740.jpg,underspecified,Several candidates show people gathered at a city event; the caption provides no unique event or appearance detail.,high
audit_093,A group of people in dark clothing gathered around a man in a black shirt.,data/flickr30k/validation_images/12984.jpg,data/flickr30k/validation_images/14898.jpg,data/flickr30k/validation_images/15506.jpg,data/flickr30k/validation_images/4917.jpg,data/flickr30k/validation_images/5304.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/10741.jpg,unique,Candidate B uniquely shows a dark-clothed group gathered around a central man in a black shirt.,medium
audit_094,A Scottish band playing in a park.,data/flickr30k/validation_images/18813.jpg,data/flickr30k/validation_images/7723.jpg,data/flickr30k/validation_images/9154.jpg,data/flickr30k/validation_images/23283.jpg,data/flickr30k/validation_images/6055.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/6582.jpg,unique,Only candidate A depicts a Scottish band in kilts playing outdoors in a park.,high
audit_095,A man in a white shirt plays the violin on the streets.,data/flickr30k/validation_images/19163.jpg,data/flickr30k/validation_images/15710.jpg,data/flickr30k/validation_images/22187.jpg,data/flickr30k/validation_images/21091.jpg,data/flickr30k/validation_images/15716.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/15800.jpg,unique,Only candidate C shows a white-shirted man playing violin on a street.,high
audit_096,AA woman in a stroller is walking outside pushing a child in a stroller.,data/flickr30k/validation_images/20838.jpg,data/flickr30k/validation_images/22872.jpg,data/flickr30k/validation_images/19175.jpg,data/flickr30k/validation_images/23968.jpg,data/flickr30k/validation_images/22642.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/843.jpg,unique,Only candidate B shows a woman walking outdoors while pushing a child in a stroller.,high
audit_097,Two boys in a tent smile for the camera.,data/flickr30k/validation_images/26186.jpg,data/flickr30k/validation_images/21336.jpg,data/flickr30k/validation_images/6257.jpg,data/flickr30k/validation_images/20165.jpg,data/flickr30k/validation_images/12075.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/7843.jpg,unique,Only candidate E shows two boys inside a tent smiling toward the camera.,high
audit_098,Two people having a discussion outside.,data/flickr30k/validation_images/12202.jpg,data/flickr30k/validation_images/19688.jpg,data/flickr30k/validation_images/19905.jpg,data/flickr30k/validation_images/26841.jpg,data/flickr30k/validation_images/4141.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",data/flickr30k/validation_images/21671.jpg,underspecified,"Multiple candidate pairs are visibly having an outdoor discussion, and no further details distinguish them.",high
audit_099,Two women sharing a glass of beer.,data/flickr30k/validation_images/10266.jpg,data/flickr30k/validation_images/4641.jpg,data/flickr30k/validation_images/3115.jpg,data/flickr30k/validation_images/390.jpg,data/flickr30k/validation_images/17216.jpg,"[""annotated_image_uniquely_correct"", ""retrieved_alternative_equally_plausible"", ""retrieved_alternative_related_but_incorrect"", ""query_intrinsically_ambiguous_or_generic"", ""insufficient_evidence""]",,unique,Candidate D is the only scene showing two women jointly drinking from or sharing the same beer container.,medium
